participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.my_id,player.interaction_number,player.round_in_interaction,player.treatment,player.action,player.other_action,player.partner_id,player.potential_payoff,player.other_payoff,player.cum_payoff,player.random_number,player.payoff,group.id_in_subsession,group.action1,group.action2,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,9,2,ASYM,L,M,15,30,95,60,11,30,8,M,L,47,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,9,2,ASYM,D,R,20,30,30,45,11,30,7,D,R,47,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,9,2,ASYM,M,D,11,15,65,45,11,15,6,D,M,47,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,9,2,ASYM,M,L,12,95,30,190,11,95,8,M,L,47,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,9,2,ASYM,R,M,19,65,15,165,11,65,10,M,R,47,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,9,2,ASYM,D,L,18,100,0,190,11,100,9,D,L,47,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,9,2,ASYM,L,D,17,0,100,60,11,0,9,D,L,47,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,9,2,ASYM,M,R,16,15,65,15,11,15,10,M,R,47,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,9,2,ASYM,R,D,13,30,30,95,11,30,7,D,R,47,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,9,3,ASYM,D,M,2,65,15,215,4,65,1,D,M,48,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,9,3,ASYM,M,D,1,15,65,93,4,15,1,D,M,48,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,9,3,ASYM,D,L,4,100,0,225,4,100,2,D,L,48,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,9,3,ASYM,L,D,3,0,100,60,4,0,2,D,L,48,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,9,3,ASYM,M,M,8,55,48,130,4,55,3,M,M,48,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,9,3,ASYM,R,D,9,30,30,110,4,30,5,D,R,48,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,9,3,ASYM,D,L,10,100,0,250,4,100,4,D,L,48,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,9,3,ASYM,M,M,5,48,55,158,4,48,3,M,M,48,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,9,3,ASYM,D,R,6,30,30,110,4,30,5,D,R,48,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,9,3,ASYM,L,D,7,0,100,78,4,0,4,D,L,48,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,9,3,ASYM,M,L,14,95,30,255,4,95,6,M,L,48,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,9,3,ASYM,M,M,15,48,55,108,4,48,8,M,M,48,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,9,3,ASYM,M,M,20,55,48,100,4,55,7,M,M,48,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,9,3,ASYM,L,M,11,30,95,75,4,30,6,M,L,48,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,9,3,ASYM,M,M,12,55,48,245,4,55,8,M,M,48,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,9,3,ASYM,L,U,19,60,90,225,4,60,10,U,L,48,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,9,3,ASYM,U,M,18,45,80,235,4,45,9,U,M,48,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,9,3,ASYM,M,U,17,80,45,140,4,80,9,U,M,48,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,9,3,ASYM,U,L,16,90,60,105,4,90,10,U,L,48,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,9,3,ASYM,M,M,13,48,55,143,4,48,7,M,M,48,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,9,4,ASYM,M,L,2,95,30,310,1,95,1,M,L,49,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,9,4,ASYM,L,M,1,30,95,123,1,30,1,M,L,49,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,9,4,ASYM,M,R,4,15,65,240,1,15,2,M,R,49,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,9,4,ASYM,R,M,3,65,15,125,1,65,2,M,R,49,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,9,4,ASYM,U,M,8,45,80,175,1,45,3,U,M,49,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,9,4,ASYM,M,M,9,48,55,158,1,48,5,M,M,49,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,9,4,ASYM,M,R,10,15,65,265,1,15,4,M,R,49,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,9,4,ASYM,M,U,5,80,45,238,1,80,3,U,M,49,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,9,4,ASYM,M,M,6,55,48,165,1,55,5,M,M,49,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,9,4,ASYM,R,M,7,65,15,143,1,65,4,M,R,49,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,9,4,ASYM,M,L,14,95,30,350,1,95,6,M,L,49,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,9,4,ASYM,R,U,15,100,0,208,1,100,8,U,R,49,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,9,4,ASYM,M,R,20,15,65,115,1,15,7,M,R,49,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,9,4,ASYM,L,M,11,30,95,105,1,30,6,M,L,49,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,9,4,ASYM,U,R,12,0,100,245,1,0,8,U,R,49,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,9,4,ASYM,R,M,19,65,15,290,1,65,10,M,R,49,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,9,4,ASYM,M,M,18,55,48,290,1,55,9,M,M,49,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,9,4,ASYM,M,M,17,48,55,188,1,48,9,M,M,49,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,9,4,ASYM,M,R,16,15,65,120,1,15,10,M,R,49,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,9,4,ASYM,R,M,13,65,15,208,1,65,7,M,R,49,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,9,5,ASYM,D,M,2,65,15,375,12,65,1,D,M,50,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,9,5,ASYM,M,D,1,15,65,138,12,15,1,D,M,50,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,9,5,ASYM,M,R,4,15,65,255,12,15,2,M,R,50,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,9,5,ASYM,R,M,3,65,15,190,12,65,2,M,R,50,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,9,5,ASYM,D,M,8,65,15,240,12,65,3,D,M,50,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,9,5,ASYM,L,D,9,0,100,158,12,0,5,D,L,50,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,9,5,ASYM,M,M,10,55,48,320,12,55,4,M,M,50,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,9,5,ASYM,M,D,5,15,65,253,12,15,3,D,M,50,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,9,5,ASYM,D,L,6,100,0,265,12,100,5,D,L,50,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,9,5,ASYM,M,M,7,48,55,191,12,48,4,M,M,50,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,9,5,ASYM,D,M,14,65,15,415,12,65,6,D,M,50,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,9,5,ASYM,R,U,15,100,0,308,12,100,8,U,R,50,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,9,5,ASYM,D,M,20,65,15,180,12,65,7,D,M,50,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,9,5,ASYM,M,D,11,15,65,120,12,15,6,D,M,50,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,9,5,ASYM,U,R,12,0,100,245,12,0,8,U,R,50,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,9,5,ASYM,R,U,19,100,0,390,12,100,10,U,R,50,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,9,5,ASYM,U,R,18,0,100,290,12,0,9,U,R,50,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,9,5,ASYM,R,U,17,100,0,288,12,100,9,U,R,50,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,9,5,ASYM,U,R,16,0,100,120,12,0,10,U,R,50,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,9,5,ASYM,M,D,13,15,65,223,12,15,7,D,M,50,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,9,6,ASYM,M,L,2,95,30,470,9,95,1,M,L,51,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,9,6,ASYM,L,M,1,30,95,168,9,30,1,M,L,51,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,9,6,ASYM,D,M,4,65,15,320,9,65,2,D,M,51,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,9,6,ASYM,M,D,3,15,65,205,9,15,2,D,M,51,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,9,6,ASYM,U,L,8,90,60,330,9,90,3,U,L,51,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,9,6,ASYM,M,U,9,80,45,238,9,80,5,U,M,51,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,9,6,ASYM,U,M,10,45,80,365,9,45,4,U,M,51,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,9,6,ASYM,L,U,5,60,90,313,9,60,3,U,L,51,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,9,6,ASYM,U,M,6,45,80,310,9,45,5,U,M,51,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,9,6,ASYM,M,U,7,80,45,271,9,80,4,U,M,51,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,9,6,ASYM,M,L,14,95,30,510,9,95,6,M,L,51,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,9,6,ASYM,R,D,15,30,30,338,9,30,8,D,R,51,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,9,6,ASYM,M,R,20,15,65,195,9,15,7,M,R,51,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,9,6,ASYM,L,M,11,30,95,150,9,30,6,M,L,51,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,9,6,ASYM,D,R,12,30,30,275,9,30,8,D,R,51,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,9,6,ASYM,R,U,19,100,0,490,9,100,10,U,R,51,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,9,6,ASYM,D,R,18,30,30,320,9,30,9,D,R,51,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,9,6,ASYM,R,D,17,30,30,318,9,30,9,D,R,51,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,9,6,ASYM,U,R,16,0,100,120,9,0,10,U,R,51,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,9,6,ASYM,R,M,13,65,15,288,9,65,7,M,R,51,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,9,7,ASYM,M,M,2,55,48,525,2,55,1,M,M,52,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,9,7,ASYM,M,M,1,48,55,216,2,48,1,M,M,52,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,9,7,ASYM,U,R,4,0,100,320,2,0,2,U,R,52,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,9,7,ASYM,R,U,3,100,0,305,2,100,2,U,R,52,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,9,7,ASYM,M,L,8,95,30,425,2,95,3,M,L,52,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,9,7,ASYM,R,M,9,65,15,303,2,65,5,M,R,52,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,9,7,ASYM,U,M,10,45,80,410,2,45,4,U,M,52,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,9,7,ASYM,L,M,5,30,95,343,2,30,3,M,L,52,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,9,7,ASYM,M,R,6,15,65,325,2,15,5,M,R,52,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,9,7,ASYM,M,U,7,80,45,351,2,80,4,U,M,52,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,9,7,ASYM,D,M,14,65,15,575,2,65,6,D,M,52,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,9,7,ASYM,L,U,15,60,90,398,2,60,8,U,L,52,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,9,7,ASYM,M,R,20,15,65,210,2,15,7,M,R,52,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,9,7,ASYM,M,D,11,15,65,165,2,15,6,D,M,52,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,9,7,ASYM,U,L,12,90,60,365,2,90,8,U,L,52,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,9,7,ASYM,L,U,19,60,90,550,2,60,10,U,L,52,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,9,7,ASYM,M,M,18,55,48,375,2,55,9,M,M,52,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,9,7,ASYM,M,M,17,48,55,366,2,48,9,M,M,52,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,9,7,ASYM,U,L,16,90,60,210,2,90,10,U,L,52,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,9,7,ASYM,R,M,13,65,15,353,2,65,7,M,R,52,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,9,8,ASYM,D,M,2,65,15,590,7,65,1,D,M,53,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,9,8,ASYM,M,D,1,15,65,231,7,15,1,D,M,53,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,9,8,ASYM,M,M,4,55,48,375,7,55,2,M,M,53,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,9,8,ASYM,M,M,3,48,55,353,7,48,2,M,M,53,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,9,8,ASYM,D,R,8,30,30,455,7,30,3,D,R,53,vlj2jext,,,,,,0
